Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications
BRAND-1241,Brand_1241,UK,2016,A,Tencel,No,395.95,4970847.82,75687.7,Yes,7,240.48,Stable,B Corp
BRAND-1242,Brand_1242,India,2022,D,Tencel,Yes,332.42,1578148.88,97878.24,No,3,129.91,Stable,None
BRAND-1243,Brand_1243,Australia,2023,B,Tencel,Yes,211.09,1360469.28,90565.94,No,1,53.61,Growing,Fair Trade
BRAND-1244,Brand_1244,Japan,2018,D,Vegan Leather,Yes,373.93,4298084.88,95107.72,Yes,12,172.93,Growing,OEKO-TEX
BRAND-1245,Brand_1245,Italy,2022,C,Vegan Leather,No,67.36,4233801.42,65174.54,No,16,344.9,Declining,None
BRAND-1246,Brand_1246,Japan,2014,B,Tencel,No,90.85,1045625.53,25036.1,No,20,258.19,Growing,B Corp
BRAND-1247,Brand_1247,Australia,2024,A,Tencel,No,211.85,441713.1,16646.47,No,4,168.09,Declining,B Corp
BRAND-1248,Brand_1248,Italy,2021,A,Hemp,Yes,13.4,4500357.55,49155.91,Yes,18,359.22,Growing,OEKO-TEX
BRAND-1249,Brand_1249,Brazil,2012,C,Hemp,No,446.74,3044700.08,66333.96,Yes,19,448.03,Stable,B Corp
BRAND-1250,Brand_1250,Japan,2020,C,Hemp,Yes,61.38,1672077.34,60159.58,No,5,282.79,Stable,None
BRAND-1251,Brand_1251,Brazil,2019,C,Vegan Leather,Yes,159.15,3620322.59,33253.14,No,15,319.56,Stable,GOTS
BRAND-1252,Brand_1252,USA,2024,C,Tencel,No,187.1,1551142.42,48330.58,Yes,11,353.38,Stable,OEKO-TEX
BRAND-1253,Brand_1253,Australia,2010,B,Hemp,No,452.43,592529.72,37456.35,Yes,7,292.57,Declining,Fair Trade
BRAND-1254,Brand_1254,India,2013,C,Vegan Leather,No,35.69,2731783.98,5538.47,No,2,71.88,Growing,GOTS
BRAND-1255,Brand_1255,France,2016,D,Organic Cotton,No,155.05,3897778.21,97680.45,Yes,13,306.32,Growing,None
BRAND-1256,Brand_1256,USA,2017,C,Recycled Polyester,Yes,364.77,1098000.34,43163.45,No,19,486.45,Declining,None
BRAND-1257,Brand_1257,Brazil,2019,C,Tencel,Yes,350.08,1528063.8,84894.01,No,9,440.76,Declining,Fair Trade
BRAND-1258,Brand_1258,Brazil,2016,D,Hemp,Yes,391.91,4552549.71,14077.53,Yes,1,100.33,Stable,Fair Trade
BRAND-1259,Brand_1259,Australia,2018,C,Recycled Polyester,Yes,349.63,3897992.68,88738.97,Yes,2,135.46,Declining,B Corp
BRAND-1260,Brand_1260,India,2022,A,Bamboo Fabric,No,332.31,344919.65,10964.79,Yes,19,324.82,Stable,OEKO-TEX
BRAND-1261,Brand_1261,Australia,2022,B,Hemp,Yes,10.15,440692.84,23010.05,Yes,15,66.19,Declining,GOTS
BRAND-1262,Brand_1262,UK,2023,D,Organic Cotton,Yes,269.85,4048390.12,15855.82,Yes,10,185.87,Stable,OEKO-TEX
BRAND-1263,Brand_1263,Australia,2013,C,Hemp,No,331.38,331374.62,7109.55,Yes,18,423.54,Growing,Fair Trade
BRAND-1264,Brand_1264,China,2010,C,Vegan Leather,No,404.29,1087511.83,84025.14,Yes,20,416.42,Stable,OEKO-TEX
BRAND-1265,Brand_1265,Japan,2010,D,Vegan Leather,No,177.25,690970.21,15171.77,No,2,325.15,Growing,OEKO-TEX
BRAND-1266,Brand_1266,India,2023,A,Bamboo Fabric,No,418.35,4625100.24,90885.67,Yes,9,219.8,Growing,GOTS
BRAND-1267,Brand_1267,USA,2018,A,Bamboo Fabric,Yes,273.27,4320747.69,72245.95,Yes,11,128.67,Stable,None
BRAND-1268,Brand_1268,Japan,2015,D,Organic Cotton,Yes,365.0,2051982.39,75912.84,No,15,70.02,Stable,GOTS
BRAND-1269,Brand_1269,UK,2014,B,Tencel,No,371.7,1041896.62,31589.34,Yes,7,162.83,Growing,OEKO-TEX
BRAND-1270,Brand_1270,Japan,2016,C,Organic Cotton,Yes,326.79,894726.73,98850.48,Yes,20,112.04,Growing,OEKO-TEX
BRAND-1271,Brand_1271,USA,2018,B,Hemp,Yes,297.72,1007955.44,80199.0,Yes,1,108.18,Declining,B Corp
BRAND-1272,Brand_1272,Australia,2014,A,Organic Cotton,Yes,379.45,4134354.98,31538.09,No,4,228.02,Stable,B Corp
BRAND-1273,Brand_1273,USA,2014,D,Recycled Polyester,Yes,225.05,1104234.19,39691.27,Yes,15,57.74,Growing,OEKO-TEX
BRAND-1274,Brand_1274,Italy,2021,B,Organic Cotton,No,332.64,3551747.61,67324.0,Yes,7,267.32,Declining,Fair Trade
BRAND-1275,Brand_1275,France,2023,D,Hemp,No,116.5,2500450.62,2135.19,Yes,10,341.01,Stable,B Corp
BRAND-1276,Brand_1276,USA,2012,A,Tencel,No,406.72,4181386.0,90689.78,No,10,489.33,Stable,B Corp
BRAND-1277,Brand_1277,UK,2014,D,Hemp,No,371.97,1009471.47,81856.52,Yes,10,403.8,Declining,GOTS
BRAND-1278,Brand_1278,Germany,2021,B,Vegan Leather,No,473.4,515657.18,30157.01,Yes,5,373.47,Declining,GOTS
BRAND-1279,Brand_1279,Australia,2018,D,Recycled Polyester,Yes,242.81,2601859.56,17393.71,Yes,2,149.97,Declining,OEKO-TEX
BRAND-1280,Brand_1280,UK,2014,A,Organic Cotton,No,438.77,3686542.27,17671.88,Yes,15,357.22,Declining,Fair Trade
BRAND-1281,Brand_1281,Japan,2012,B,Hemp,Yes,413.8,3453418.51,8494.68,Yes,9,455.34,Growing,OEKO-TEX
BRAND-1282,Brand_1282,UK,2022,D,Organic Cotton,No,273.27,1558661.53,2574.17,Yes,4,365.47,Stable,GOTS
BRAND-1283,Brand_1283,UK,2018,B,Organic Cotton,Yes,164.49,3095324.88,40984.12,No,9,439.5,Growing,OEKO-TEX
BRAND-1284,Brand_1284,India,2010,D,Tencel,Yes,246.21,4369429.46,14820.62,No,17,48.06,Declining,GOTS
BRAND-1285,Brand_1285,USA,2024,D,Organic Cotton,No,102.63,1873100.94,87793.05,Yes,5,423.23,Declining,Fair Trade
BRAND-1286,Brand_1286,Germany,2022,C,Organic Cotton,No,214.53,2857619.83,76903.36,Yes,3,92.89,Stable,Fair Trade
BRAND-1287,Brand_1287,UK,2023,D,Vegan Leather,Yes,27.31,2242411.66,23173.77,No,1,314.52,Stable,GOTS
BRAND-1288,Brand_1288,China,2024,B,Organic Cotton,No,36.84,2356559.49,81008.09,Yes,5,410.58,Declining,Fair Trade
BRAND-1289,Brand_1289,Italy,2015,C,Recycled Polyester,No,259.44,3921967.95,48714.81,No,2,329.1,Stable,GOTS
BRAND-1290,Brand_1290,Brazil,2016,D,Vegan Leather,No,214.16,1824355.42,10194.48,Yes,16,459.79,Declining,OEKO-TEX
BRAND-1291,Brand_1291,USA,2021,A,Organic Cotton,No,191.94,1180105.48,75359.3,Yes,18,55.23,Declining,OEKO-TEX
BRAND-1292,Brand_1292,Japan,2011,D,Bamboo Fabric,Yes,218.87,928074.51,55982.41,Yes,17,325.02,Declining,GOTS
BRAND-1293,Brand_1293,Brazil,2016,D,Bamboo Fabric,Yes,35.96,1267116.61,11287.21,No,16,375.06,Declining,GOTS
BRAND-1294,Brand_1294,France,2024,C,Vegan Leather,No,240.06,3949294.13,81570.7,Yes,3,298.72,Growing,GOTS
BRAND-1295,Brand_1295,China,2018,D,Hemp,No,151.35,3740249.16,55536.31,Yes,7,177.04,Declining,Fair Trade
BRAND-1296,Brand_1296,USA,2016,B,Hemp,No,219.84,1797450.45,7332.57,Yes,15,258.36,Declining,None
BRAND-1297,Brand_1297,USA,2020,B,Recycled Polyester,No,297.51,2127201.33,91037.39,Yes,2,428.3,Growing,OEKO-TEX
BRAND-1298,Brand_1298,UK,2019,C,Recycled Polyester,Yes,248.24,449430.55,28125.15,Yes,3,116.67,Stable,None
BRAND-1299,Brand_1299,USA,2019,D,Recycled Polyester,No,477.74,3921591.3,64585.84,Yes,7,52.16,Stable,GOTS
BRAND-1300,Brand_1300,Italy,2022,D,Tencel,No,65.66,3796776.68,20948.37,Yes,18,385.04,Stable,Fair Trade
BRAND-1301,Brand_1301,UK,2017,D,Tencel,No,113.34,4659780.29,97570.4,No,7,453.77,Growing,Fair Trade
BRAND-1302,Brand_1302,USA,2019,C,Vegan Leather,Yes,330.87,202458.53,78924.62,No,6,144.68,Declining,None
BRAND-1303,Brand_1303,Japan,2011,D,Organic Cotton,Yes,188.39,1759224.06,11719.43,No,12,462.08,Growing,GOTS
BRAND-1304,Brand_1304,France,2019,A,Recycled Polyester,No,493.01,2132036.83,38991.04,No,13,329.73,Stable,None
BRAND-1305,Brand_1305,Germany,2012,B,Tencel,No,82.31,847871.14,68304.38,Yes,5,43.13,Stable,B Corp
BRAND-1306,Brand_1306,China,2021,C,Bamboo Fabric,Yes,172.83,1146758.38,20098.97,No,20,94.96,Growing,B Corp
BRAND-1307,Brand_1307,USA,2022,A,Recycled Polyester,No,16.94,2485640.47,63404.4,Yes,1,361.58,Growing,GOTS
BRAND-1308,Brand_1308,France,2014,B,Vegan Leather,Yes,420.82,2649574.28,41455.78,Yes,10,465.4,Declining,OEKO-TEX
BRAND-1309,Brand_1309,Italy,2023,A,Organic Cotton,No,130.69,3158728.82,62080.67,No,20,295.71,Growing,None
BRAND-1310,Brand_1310,Germany,2019,B,Organic Cotton,Yes,73.49,4979912.13,74236.71,Yes,1,341.11,Growing,GOTS
BRAND-1311,Brand_1311,USA,2023,C,Tencel,Yes,447.04,1532872.03,50882.17,Yes,17,107.93,Stable,None
BRAND-1312,Brand_1312,USA,2018,B,Recycled Polyester,No,183.27,4563786.01,66615.72,Yes,12,74.07,Stable,GOTS
BRAND-1313,Brand_1313,Japan,2019,A,Vegan Leather,Yes,212.94,4404701.13,63213.47,No,5,321.66,Growing,Fair Trade
BRAND-1314,Brand_1314,China,2011,C,Organic Cotton,No,209.7,1883977.76,94213.77,Yes,19,441.54,Declining,OEKO-TEX
BRAND-1315,Brand_1315,UK,2017,C,Recycled Polyester,Yes,293.7,4116454.21,30749.19,No,13,288.84,Declining,B Corp
BRAND-1316,Brand_1316,India,2013,D,Bamboo Fabric,Yes,311.1,2896183.55,51304.13,Yes,14,271.44,Stable,GOTS
BRAND-1317,Brand_1317,Brazil,2016,C,Hemp,No,10.98,3371284.51,82133.72,Yes,10,414.08,Stable,OEKO-TEX
BRAND-1318,Brand_1318,Germany,2018,B,Vegan Leather,No,466.24,3661980.0,49120.1,No,19,289.99,Stable,Fair Trade
BRAND-1319,Brand_1319,Brazil,2022,A,Recycled Polyester,No,193.55,814927.34,55927.0,No,12,319.87,Declining,None
BRAND-1320,Brand_1320,Japan,2017,B,Recycled Polyester,No,206.31,2155760.82,84742.74,Yes,15,264.91,Growing,B Corp
BRAND-1321,Brand_1321,Italy,2012,A,Tencel,No,35.87,4758985.17,96810.01,No,1,239.17,Growing,Fair Trade
BRAND-1322,Brand_1322,India,2016,D,Recycled Polyester,No,138.52,2544743.81,68688.49,Yes,1,409.93,Declining,OEKO-TEX
BRAND-1323,Brand_1323,Japan,2020,B,Organic Cotton,No,2.31,4552174.61,4651.96,Yes,8,380.29,Declining,Fair Trade
BRAND-1324,Brand_1324,USA,2019,A,Vegan Leather,Yes,433.13,1648203.49,74810.98,Yes,8,480.0,Declining,GOTS
BRAND-1325,Brand_1325,China,2021,D,Organic Cotton,Yes,176.83,1647820.67,71174.89,No,6,393.97,Declining,B Corp
BRAND-1326,Brand_1326,France,2020,C,Tencel,Yes,326.16,1018168.86,4640.78,Yes,9,460.43,Stable,B Corp
BRAND-1327,Brand_1327,India,2015,C,Hemp,No,70.31,3764601.4,83238.96,No,10,280.0,Declining,None
BRAND-1328,Brand_1328,UK,2021,D,Bamboo Fabric,No,406.04,2632355.88,60346.64,No,10,163.46,Stable,None
BRAND-1329,Brand_1329,UK,2017,C,Hemp,No,402.58,2305972.54,26035.17,Yes,19,170.79,Declining,B Corp
BRAND-1330,Brand_1330,Brazil,2017,A,Recycled Polyester,Yes,469.16,3490226.64,28476.44,No,5,497.22,Growing,B Corp
BRAND-1331,Brand_1331,Germany,2018,A,Bamboo Fabric,No,305.6,4273675.48,39776.71,No,16,229.0,Declining,Fair Trade
BRAND-1332,Brand_1332,Brazil,2022,B,Hemp,No,362.78,728000.98,12265.47,No,2,99.81,Growing,None
BRAND-1333,Brand_1333,China,2018,A,Organic Cotton,Yes,41.52,1988497.79,47137.9,Yes,12,130.82,Growing,None
BRAND-1334,Brand_1334,Australia,2024,A,Organic Cotton,Yes,368.07,4096853.58,69665.93,Yes,7,344.08,Declining,Fair Trade
BRAND-1335,Brand_1335,Germany,2015,C,Organic Cotton,Yes,246.45,4173568.01,51828.65,No,12,94.12,Stable,GOTS
BRAND-1336,Brand_1336,Japan,2019,D,Bamboo Fabric,No,284.19,2523053.49,7592.29,Yes,6,169.95,Stable,B Corp
BRAND-1337,Brand_1337,USA,2015,D,Tencel,No,230.52,4826535.28,3210.33,Yes,12,384.97,Declining,Fair Trade
BRAND-1338,Brand_1338,China,2021,D,Organic Cotton,No,405.3,1621712.97,67086.51,Yes,6,408.35,Stable,B Corp
BRAND-1339,Brand_1339,Brazil,2018,A,Tencel,No,422.76,409423.4,3001.39,No,4,276.14,Stable,Fair Trade
BRAND-1340,Brand_1340,Japan,2019,C,Hemp,No,499.38,2164720.77,45095.57,No,1,374.08,Declining,B Corp
BRAND-1341,Brand_1341,Brazil,2012,D,Vegan Leather,No,380.86,244930.59,68333.91,Yes,17,384.61,Stable,GOTS
BRAND-1342,Brand_1342,China,2011,C,Organic Cotton,Yes,120.62,4157679.23,71505.75,Yes,6,43.0,Declining,B Corp
BRAND-1343,Brand_1343,Brazil,2012,D,Tencel,Yes,47.49,442973.53,58982.34,No,3,203.09,Stable,Fair Trade
BRAND-1344,Brand_1344,China,2013,C,Organic Cotton,No,323.71,1154974.91,90486.26,No,20,203.61,Declining,None
BRAND-1345,Brand_1345,USA,2019,D,Tencel,No,223.07,3578307.37,29470.55,Yes,20,32.14,Growing,B Corp
BRAND-1346,Brand_1346,Brazil,2020,B,Bamboo Fabric,Yes,163.72,1398009.4,97901.92,Yes,5,405.41,Declining,OEKO-TEX
BRAND-1347,Brand_1347,Germany,2020,B,Recycled Polyester,No,491.86,3863850.38,17838.77,No,11,319.24,Growing,B Corp
BRAND-1348,Brand_1348,Australia,2015,A,Recycled Polyester,Yes,268.8,64512.15,13396.35,Yes,5,383.93,Declining,OEKO-TEX
BRAND-1349,Brand_1349,UK,2013,D,Recycled Polyester,Yes,375.11,3765244.15,13146.7,Yes,18,152.4,Growing,Fair Trade
BRAND-1350,Brand_1350,UK,2019,B,Tencel,No,91.25,4955381.74,37192.12,Yes,13,399.15,Growing,None
BRAND-1351,Brand_1351,China,2021,C,Recycled Polyester,Yes,270.56,148973.5,43087.88,No,16,213.55,Growing,OEKO-TEX
BRAND-1352,Brand_1352,China,2020,D,Vegan Leather,No,1.32,2671855.8,36574.78,Yes,15,311.93,Declining,B Corp
BRAND-1353,Brand_1353,Italy,2018,C,Organic Cotton,No,356.29,695416.1,72387.55,Yes,3,203.39,Declining,GOTS
BRAND-1354,Brand_1354,Japan,2022,A,Recycled Polyester,Yes,384.24,2132325.47,33171.29,Yes,10,256.87,Growing,OEKO-TEX
BRAND-1355,Brand_1355,India,2022,B,Vegan Leather,Yes,147.84,1566995.74,9216.51,No,14,497.41,Declining,OEKO-TEX
BRAND-1356,Brand_1356,France,2019,A,Tencel,No,173.57,910971.72,44075.67,Yes,6,476.92,Declining,B Corp
BRAND-1357,Brand_1357,Brazil,2012,B,Hemp,No,436.71,890021.7,13139.86,No,2,263.77,Stable,Fair Trade
BRAND-1358,Brand_1358,France,2012,B,Recycled Polyester,No,34.46,4362351.04,65150.58,No,12,498.17,Stable,Fair Trade
BRAND-1359,Brand_1359,Japan,2020,C,Vegan Leather,No,316.09,2604364.6,85387.06,No,18,28.26,Stable,None
BRAND-1360,Brand_1360,UK,2018,D,Tencel,Yes,30.34,2286871.36,37204.74,No,14,215.1,Growing,None
BRAND-1361,Brand_1361,Italy,2023,B,Tencel,Yes,48.55,3875908.3,91862.09,Yes,7,477.13,Declining,Fair Trade
BRAND-1362,Brand_1362,Germany,2012,A,Bamboo Fabric,Yes,372.15,857227.06,5099.14,Yes,16,490.27,Growing,OEKO-TEX
BRAND-1363,Brand_1363,USA,2017,D,Tencel,Yes,2.08,4119156.1,5954.71,Yes,12,251.28,Growing,Fair Trade
BRAND-1364,Brand_1364,France,2012,C,Recycled Polyester,Yes,56.49,2424253.65,13691.3,Yes,9,116.8,Growing,Fair Trade
BRAND-1365,Brand_1365,France,2022,B,Organic Cotton,No,440.97,1810229.6,12946.09,No,10,205.91,Declining,Fair Trade
BRAND-1366,Brand_1366,USA,2019,D,Tencel,Yes,197.61,4222539.56,12456.07,Yes,5,143.7,Declining,B Corp
BRAND-1367,Brand_1367,India,2019,A,Recycled Polyester,No,61.02,1562192.37,49575.82,Yes,19,286.95,Declining,OEKO-TEX
BRAND-1368,Brand_1368,Australia,2024,B,Organic Cotton,Yes,276.23,3103506.95,23586.2,Yes,3,373.0,Declining,Fair Trade
BRAND-1369,Brand_1369,Japan,2019,D,Hemp,Yes,242.75,507983.08,16210.42,No,18,300.17,Growing,OEKO-TEX
BRAND-1370,Brand_1370,Germany,2012,B,Vegan Leather,No,75.3,1407294.33,22737.95,No,8,254.81,Stable,Fair Trade
BRAND-1371,Brand_1371,Germany,2012,B,Recycled Polyester,Yes,327.27,1654187.42,49264.11,No,9,390.99,Growing,OEKO-TEX
BRAND-1372,Brand_1372,Germany,2017,D,Tencel,No,22.61,2231549.72,79900.53,No,18,399.25,Declining,GOTS
BRAND-1373,Brand_1373,Italy,2020,C,Hemp,No,131.66,1421838.31,47226.5,Yes,18,249.26,Declining,Fair Trade
BRAND-1374,Brand_1374,Italy,2015,B,Bamboo Fabric,Yes,255.96,716626.52,61218.94,No,1,178.63,Declining,OEKO-TEX
BRAND-1375,Brand_1375,India,2021,A,Tencel,Yes,128.83,1921304.98,33989.21,Yes,7,23.78,Stable,None
BRAND-1376,Brand_1376,India,2022,A,Bamboo Fabric,Yes,443.78,3536631.53,94537.89,No,9,210.21,Declining,Fair Trade
BRAND-1377,Brand_1377,China,2021,B,Recycled Polyester,No,149.31,2958053.67,20131.51,No,20,265.46,Stable,Fair Trade
BRAND-1378,Brand_1378,Brazil,2015,A,Bamboo Fabric,Yes,229.1,4048764.0,34518.5,No,4,387.61,Declining,Fair Trade
BRAND-1379,Brand_1379,Brazil,2017,D,Hemp,No,331.84,1335140.46,19592.52,No,2,100.64,Declining,Fair Trade
BRAND-1380,Brand_1380,India,2021,D,Organic Cotton,Yes,104.44,3884151.99,73718.03,No,18,243.96,Stable,B Corp
BRAND-1381,Brand_1381,USA,2010,D,Hemp,No,11.37,449487.63,11952.44,Yes,3,280.01,Stable,OEKO-TEX
BRAND-1382,Brand_1382,Germany,2021,C,Vegan Leather,Yes,427.32,649273.84,85253.72,No,12,458.82,Stable,Fair Trade
BRAND-1383,Brand_1383,UK,2014,C,Bamboo Fabric,Yes,34.0,3038969.93,67620.53,No,12,217.14,Stable,GOTS
BRAND-1384,Brand_1384,UK,2015,A,Bamboo Fabric,Yes,101.7,3867211.13,8983.1,Yes,6,426.41,Growing,B Corp
BRAND-1385,Brand_1385,UK,2016,C,Tencel,Yes,474.3,2342729.44,15387.73,No,17,314.31,Declining,B Corp
BRAND-1386,Brand_1386,China,2016,D,Hemp,Yes,275.86,3901713.9,72039.79,Yes,16,340.89,Stable,B Corp
BRAND-1387,Brand_1387,Italy,2017,B,Recycled Polyester,Yes,240.61,489012.63,69673.93,No,9,413.64,Declining,B Corp
BRAND-1388,Brand_1388,Brazil,2023,D,Tencel,Yes,226.26,873414.39,85351.02,No,4,118.22,Stable,GOTS
BRAND-1389,Brand_1389,Japan,2023,B,Recycled Polyester,Yes,141.0,4794130.52,51403.38,Yes,20,185.87,Declining,B Corp
BRAND-1390,Brand_1390,USA,2018,A,Bamboo Fabric,Yes,239.81,4497345.48,18838.26,No,17,37.85,Stable,GOTS
BRAND-1391,Brand_1391,USA,2024,D,Organic Cotton,No,401.75,3708925.93,77049.79,Yes,20,479.98,Declining,GOTS
BRAND-1392,Brand_1392,Japan,2011,A,Organic Cotton,No,298.66,4871729.57,81156.98,No,12,161.96,Declining,GOTS
BRAND-1393,Brand_1393,UK,2015,C,Vegan Leather,Yes,257.58,3401994.22,98470.35,No,5,393.78,Growing,OEKO-TEX
BRAND-1394,Brand_1394,Australia,2022,D,Bamboo Fabric,No,195.12,4586779.64,91555.39,Yes,18,309.0,Growing,None
BRAND-1395,Brand_1395,USA,2014,B,Organic Cotton,No,70.38,3441894.61,6661.2,Yes,10,183.29,Stable,B Corp
BRAND-1396,Brand_1396,China,2020,B,Bamboo Fabric,Yes,403.82,3990415.39,83160.92,No,17,111.87,Stable,GOTS
BRAND-1397,Brand_1397,France,2011,B,Vegan Leather,Yes,401.88,507330.95,66141.94,Yes,13,484.52,Growing,None
BRAND-1398,Brand_1398,Japan,2017,D,Vegan Leather,Yes,254.06,1779371.25,58442.89,Yes,6,84.61,Growing,Fair Trade
BRAND-1399,Brand_1399,UK,2023,A,Bamboo Fabric,No,249.43,4436502.39,22901.91,Yes,12,323.58,Growing,B Corp
BRAND-1400,Brand_1400,Germany,2016,D,Organic Cotton,Yes,93.92,553626.96,30483.11,Yes,14,141.28,Declining,GOTS
BRAND-1401,Brand_1401,India,2022,C,Tencel,No,2.09,4140297.31,2653.63,Yes,12,59.16,Stable,GOTS
BRAND-1402,Brand_1402,France,2023,A,Hemp,Yes,295.05,4951292.42,46415.02,Yes,14,276.38,Stable,Fair Trade
BRAND-1403,Brand_1403,India,2015,C,Hemp,Yes,475.67,879409.31,9832.54,Yes,9,408.93,Declining,B Corp
BRAND-1404,Brand_1404,USA,2016,B,Tencel,Yes,212.43,3305139.4,72387.7,No,5,127.48,Stable,None
BRAND-1405,Brand_1405,India,2021,A,Recycled Polyester,Yes,309.44,4837962.72,50656.79,Yes,19,223.94,Stable,B Corp
BRAND-1406,Brand_1406,USA,2018,D,Tencel,No,243.49,1205007.12,47283.97,No,4,441.84,Growing,Fair Trade
BRAND-1407,Brand_1407,Germany,2023,A,Vegan Leather,Yes,203.65,3728050.87,82609.35,Yes,19,260.42,Growing,None
BRAND-1408,Brand_1408,Brazil,2020,C,Recycled Polyester,Yes,337.22,2734138.8,49031.67,No,13,131.28,Declining,GOTS
BRAND-1409,Brand_1409,Australia,2011,A,Recycled Polyester,Yes,410.87,4714614.16,81686.33,Yes,9,75.61,Declining,OEKO-TEX
BRAND-1410,Brand_1410,Brazil,2024,B,Tencel,No,437.44,3294411.89,18762.47,Yes,14,417.87,Declining,GOTS
BRAND-1411,Brand_1411,Germany,2020,C,Recycled Polyester,No,169.51,4277421.41,40737.58,No,11,259.48,Growing,Fair Trade
BRAND-1412,Brand_1412,France,2011,A,Organic Cotton,Yes,454.98,2877156.33,84619.22,No,2,37.83,Declining,Fair Trade
BRAND-1413,Brand_1413,UK,2022,B,Tencel,Yes,438.2,1640503.89,16901.31,Yes,3,172.69,Declining,Fair Trade
BRAND-1414,Brand_1414,Australia,2010,C,Vegan Leather,No,227.45,2830137.04,23283.46,Yes,2,81.88,Stable,GOTS
BRAND-1415,Brand_1415,Australia,2010,A,Recycled Polyester,No,137.32,1336732.12,20487.79,Yes,4,311.54,Growing,Fair Trade
BRAND-1416,Brand_1416,Germany,2012,D,Bamboo Fabric,No,252.61,2219772.38,43439.19,No,3,220.37,Declining,Fair Trade
BRAND-1417,Brand_1417,China,2010,C,Vegan Leather,Yes,456.36,2241925.9,36720.78,No,18,420.35,Declining,Fair Trade
BRAND-1418,Brand_1418,Germany,2015,B,Hemp,Yes,89.49,3943136.55,45843.46,Yes,8,331.62,Stable,OEKO-TEX
BRAND-1419,Brand_1419,Germany,2011,B,Bamboo Fabric,Yes,335.07,2687365.2,55588.32,Yes,8,179.01,Stable,Fair Trade
BRAND-1420,Brand_1420,UK,2013,C,Organic Cotton,Yes,241.89,3817345.3,73746.12,No,12,363.49,Stable,B Corp
BRAND-1421,Brand_1421,Australia,2024,C,Bamboo Fabric,Yes,240.53,3424866.92,69808.23,Yes,3,445.2,Stable,GOTS
BRAND-1422,Brand_1422,Brazil,2010,A,Organic Cotton,Yes,69.09,2361947.01,73428.11,Yes,12,443.15,Growing,GOTS
BRAND-1423,Brand_1423,Italy,2014,A,Organic Cotton,Yes,101.14,1556207.69,3900.42,Yes,13,194.81,Stable,GOTS
BRAND-1424,Brand_1424,UK,2020,C,Hemp,Yes,314.91,2509925.72,32984.71,No,8,352.73,Growing,GOTS
BRAND-1425,Brand_1425,Italy,2013,B,Bamboo Fabric,No,394.24,1259652.86,64135.44,No,9,499.73,Declining,B Corp
BRAND-1426,Brand_1426,USA,2011,C,Organic Cotton,Yes,263.88,931909.22,32911.35,Yes,17,414.68,Stable,Fair Trade
BRAND-1427,Brand_1427,Italy,2012,A,Vegan Leather,No,415.12,1671985.5,25030.57,Yes,12,23.94,Stable,Fair Trade
BRAND-1428,Brand_1428,Japan,2023,D,Tencel,No,86.76,1270531.85,70814.21,No,6,352.15,Stable,GOTS
BRAND-1429,Brand_1429,India,2010,D,Bamboo Fabric,Yes,220.48,1044991.25,8623.72,No,9,358.96,Stable,GOTS
BRAND-1430,Brand_1430,UK,2022,A,Tencel,Yes,136.91,3888055.87,3032.46,No,3,170.2,Growing,OEKO-TEX
BRAND-1431,Brand_1431,Germany,2022,B,Vegan Leather,No,209.0,3646652.07,82219.63,No,13,401.56,Growing,OEKO-TEX
BRAND-1432,Brand_1432,Germany,2021,A,Vegan Leather,Yes,415.02,830637.89,90665.85,No,19,263.93,Stable,OEKO-TEX
BRAND-1433,Brand_1433,Australia,2014,D,Bamboo Fabric,No,466.36,3559480.47,90257.1,Yes,10,302.76,Stable,OEKO-TEX
BRAND-1434,Brand_1434,India,2021,A,Tencel,Yes,137.24,572887.28,78967.89,No,14,421.23,Declining,Fair Trade
BRAND-1435,Brand_1435,Brazil,2015,A,Tencel,No,455.88,864963.47,15615.54,No,4,443.82,Growing,B Corp
BRAND-1436,Brand_1436,Japan,2014,B,Organic Cotton,No,22.77,3561980.94,45195.65,No,16,475.47,Growing,Fair Trade
BRAND-1437,Brand_1437,Japan,2011,B,Recycled Polyester,No,356.86,2165855.48,61934.83,Yes,11,216.38,Declining,None
BRAND-1438,Brand_1438,India,2013,B,Bamboo Fabric,Yes,294.59,4552554.79,95049.34,Yes,19,371.77,Declining,GOTS
BRAND-1439,Brand_1439,Italy,2012,D,Hemp,No,267.89,4689697.42,47778.94,No,14,466.43,Declining,B Corp
BRAND-1440,Brand_1440,USA,2023,A,Tencel,No,58.96,3617138.29,52382.27,No,12,243.71,Stable,Fair Trade
BRAND-1441,Brand_1441,UK,2020,B,Organic Cotton,Yes,1.51,1341181.14,94657.56,No,11,448.49,Declining,GOTS
BRAND-1442,Brand_1442,Japan,2011,C,Vegan Leather,No,110.16,77904.75,35715.12,Yes,3,207.47,Growing,B Corp
BRAND-1443,Brand_1443,Italy,2024,B,Recycled Polyester,Yes,305.63,4613075.3,80981.01,No,18,369.32,Stable,GOTS
BRAND-1444,Brand_1444,UK,2019,D,Tencel,Yes,282.79,1364305.06,1078.55,No,14,468.45,Declining,GOTS
BRAND-1445,Brand_1445,USA,2012,A,Tencel,No,330.5,1639156.03,99167.87,No,3,296.32,Growing,OEKO-TEX
